Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-05-11 20:19:00,WARRANTS,WARRANT ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of TURK ST,-122.411593095704,37.78305295107821
2015-05-11 20:19:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of TURK ST,-122.411593095704,37.78305295107821
2015-05-11 20:15:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,BAYVIEW,NONE,700 Block of KANSAS ST,-122.403039402863,37.760246570891
2015-05-11 20:15:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,TARAVAL,"ARREST, BOOKED",1500 Block of 24TH AV,-122.482085505301,37.7586485350409
2015-05-11 20:10:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,ULLOA ST / 46TH AV,-122.47010439701401,37.7414237082254
2015-05-11 20:05:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,SOUTHERN,NONE,1ST ST / STEVENSON ST,-122.39859392873801,37.7905696197829
2015-05-11 20:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,PARK,NONE,2600 Block of GEARY BL,-122.446612978839,37.7822458223917
2015-05-11 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,300 Block of COLERIDGE ST,-122.421448279256,37.7409115488324
2015-05-11 20:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,PARK,NONE,100 Block of CRESTMONT DR,-122.459238740294,37.7553267974105
2015-05-11 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,NONE,300 Block of ASHTON AV,-122.46234920714701,37.7250992096064
2015-05-11 20:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Monday,PARK,NONE,1600 Block of GROVE ST,-122.443795899939,37.7752430361844
2015-05-11 20:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TENDERLOIN,NONE,OFARRELL ST / MASON ST,-122.40968619183701,37.7862042105295
2015-05-11 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,FULTON ST / BRODERICK ST,-122.439846616567,37.7766442432053
2015-05-11 20:00:00,ROBBERY,"ROBBERY, BODILY FORCE",Monday,INGLESIDE,NONE,CESAR CHAVEZ ST / HAMPSHIRE ST,-122.406758995794,37.748767227274605
2015-05-11 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,WASHINGTON ST / FRANKLIN ST,-122.42451983500901,37.79284128404471
2015-05-11 19:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, BOOKED",HARRISON ST / 10TH ST,-122.41127918996901,37.7715785765043
2015-05-11 19:45:00,FRAUD,"FALSE PRETENSES, GRAND THEFT",Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-05-11 19:45:00,ASSAULT,BATTERY,Monday,MISSION,NONE,4000 Block of 18TH ST,-122.43444692866699,37.7608670671665
2015-05-11 19:45:00,FRAUD,"CREDIT CARD, THEFT OF",Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-05-11 19:45:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Monday,INGLESIDE,NONE,0 Block of MANSFIELD ST,-122.423960312829,37.7238686463362
2015-05-11 19:45:00,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-05-11 19:44:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,MISSION,NONE,TREAT AV / 18TH ST,-122.414033253209,37.762158664622
2015-05-11 19:32:00,WARRANTS,PROBATION SEARCH,Monday,SOUTHERN,UNFOUNDED,10TH ST / HARRISON ST,-122.41127918996901,37.7715785765043
2015-05-11 19:32:00,MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,UNFOUNDED,10TH ST / HARRISON ST,-122.41127918996901,37.7715785765043
2015-05-11 19:32:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,UNFOUNDED,10TH ST / HARRISON ST,-122.41127918996901,37.7715785765043
2015-05-11 19:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,700 Block of VALLEJO ST,-122.40979166229299,37.7985083480435
2015-05-11 19:30:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,MISSION,NONE,3500 Block of 17TH ST,-122.425120873327,37.7631528082695
2015-05-11 19:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,RICHMOND,"ARREST, BOOKED",FULTON ST / 43RD AV,-122.503471153788,37.7716876668909
2015-05-11 19:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,CENTRAL,NONE,STOCKTON ST / CALIFORNIA ST,-122.40753977435699,37.79224917725779
2015-05-11 19:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,VANNESS AV / PINE ST,-122.422139511488,37.78941076334571
2015-05-11 19:20:00,MISSING PERSON,FOUND PERSON,Monday,INGLESIDE,NONE,0 Block of WANDA ST,-122.44014054351801,37.722892961762
2015-05-11 19:20:00,MISSING PERSON,MISSING ADULT,Monday,INGLESIDE,NONE,0 Block of WANDA ST,-122.44014054351801,37.722892961762
2015-05-11 19:19:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE,300 Block of 4TH ST,-122.399833846531,37.781043217933394
2015-05-11 19:15:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,900 Block of NATOMA ST,-122.41556722131399,37.774033923051206
2015-05-11 19:15:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,SOUTHERN,NONE,900 Block of NATOMA ST,-122.41556722131399,37.774033923051206
2015-05-11 19:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.410524742229,37.8074451162355
2015-05-11 19:15:00,ASSAULT,BATTERY,Monday,BAYVIEW,NONE,FAIRFAX AV / KEITH ST,-122.381560759234,37.7381241839028
2015-05-11 19:15:00,ROBBERY,ATTEMPTED ROBBERY RESIDENCE WITH BODILY FORCE,Monday,BAYVIEW,NONE,FAIRFAX AV / KEITH ST,-122.381560759234,37.7381241839028
2015-05-11 19:10:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,TARAVAL,NONE,2400 Block of 19TH AV,-122.475458634529,37.742105499415395
2015-05-11 19:07:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,BAYVIEW,"ARREST, BOOKED",1300 Block of THOMAS AV,-122.386594164927,37.7278183430085
2015-05-11 19:07:00,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Monday,BAYVIEW,"ARREST, BOOKED",1300 Block of THOMAS AV,-122.386594164927,37.7278183430085
2015-05-11 19:07:00,WEAPON LAWS,POSS OF LOADED FIREARM,Monday,BAYVIEW,"ARREST, BOOKED",1300 Block of THOMAS AV,-122.386594164927,37.7278183430085
2015-05-11 19:07:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,BAYVIEW,"ARREST, BOOKED",1300 Block of THOMAS AV,-122.386594164927,37.7278183430085
2015-05-11 19:07:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Monday,SOUTHERN,NONE,700 Block of MARKET ST,-122.40391914835699,37.7871160984672
2015-05-11 19:07:00,WEAPON LAWS,"FIREARM, LOADED, IN VEHICLE, POSSESSION OR USE",Monday,BAYVIEW,"ARREST, BOOKED",1300 Block of THOMAS AV,-122.386594164927,37.7278183430085
2015-05-11 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.410524742229,37.8074451162355
2015-05-11 19:00:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Monday,MISSION,NONE,3900 Block of 24TH ST,-122.43078373696501,37.7514479611166
2015-05-11 19:00:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,MISSION,NONE,3400 Block of 26TH ST,-122.419000392908,37.7490438282871
2015-05-11 19:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,PARK,NONE,1400 Block of FULTON ST,-122.44067110847901,37.776483282983705
2015-05-11 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,300 Block of PRECITA AV,-122.41246383674,37.7472920540286
2015-05-11 19:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,MISSION,"ARREST, BOOKED",VALENCIA ST / CUNNINGHAM PL,-122.421355374932,37.75937226884471
2015-05-11 19:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,MISSION,NONE,BRYANT ST / 19TH ST,-122.409997302682,37.7604853376207
2015-05-11 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,LYON ST / GOLDEN GATE AV,-122.44350785839,37.778089257902714
2015-05-11 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,JONES ST / FILBERT ST,-122.41594716259199,37.8005458602274
2015-05-11 18:59:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,TARAVAL,UNFOUNDED,19TH AV / TARAVAL ST,-122.475644251197,37.7430505534925
2015-05-11 18:59:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Monday,TARAVAL,"ARREST, BOOKED",28TH AV / LAWTON ST,-122.48638160923099,37.757538849766
2015-05-11 18:59:00,NON-CRIMINAL,AIDED CASE,Monday,TARAVAL,"ARREST, BOOKED",28TH AV / LAWTON ST,-122.48638160923099,37.757538849766
2015-05-11 18:58:00,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Monday,INGLESIDE,"ARREST, BOOKED",0 Block of SENECA AV,-122.44046179109101,37.7180273553834
2015-05-11 18:58:00,WEAPON LAWS,POSS OF LOADED FIREARM,Monday,INGLESIDE,"ARREST, BOOKED",0 Block of SENECA AV,-122.44046179109101,37.7180273553834
2015-05-11 18:58:00,FAMILY OFFENSES,MINOR WITHOUT PROPER PARENTAL CARE,Monday,INGLESIDE,"ARREST, BOOKED",4900 Block of MISSION ST,-122.438695075365,37.7196920262929
2015-05-11 18:58:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,INGLESIDE,"ARREST, BOOKED",4900 Block of MISSION ST,-122.438695075365,37.7196920262929
2015-05-11 18:50:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,700 Block of 7TH AV,-122.46494471615601,37.774384171507
2015-05-11 18:40:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,SOUTHERN,NONE,8TH ST / MINNA ST,-122.412620258006,37.7770259271797
2015-05-11 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,1200 Block of THE EMBARCADERONORTH ST,-122.40438712912201,37.806078388625295
2015-05-11 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,2400 Block of OFARRELL ST,-122.44475552287399,37.7816313255183
2015-05-11 18:30:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Monday,TARAVAL,NONE,200 Block of MIRAMAR AV,-122.458259565381,37.7240155831938
2015-05-11 18:30:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,TARAVAL,NONE,200 Block of MIRAMAR AV,-122.458259565381,37.7240155831938
2015-05-11 18:27:00,WARRANTS,ENROUTE TO PAROLE OFFICER,Monday,BAYVIEW,"ARREST, BOOKED",1100 Block of FITZGERALD AV,-122.39036028160999,37.7205064590363
2015-05-11 18:27:00,WARRANTS,WARRANT ARREST,Monday,BAYVIEW,"ARREST, BOOKED",1100 Block of FITZGERALD AV,-122.39036028160999,37.7205064590363
2015-05-11 18:24:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-11 18:20:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TARAVAL,NONE,200 Block of WINSTON DR,-122.477976682169,37.7269346350353
2015-05-11 18:19:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,NONE,1500 Block of HOWARD ST,-122.41666728418501,37.772123277472
2015-05-11 18:18:00,ASSAULT,BATTERY,Monday,MISSION,NONE,2600 Block of BRYANT ST,-122.40898343975901,37.751987040935
2015-05-11 18:18:00,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,MISSION,NONE,2600 Block of BRYANT ST,-122.40898343975901,37.751987040935
2015-05-11 18:18:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,MISSION,NONE,2600 Block of BRYANT ST,-122.40898343975901,37.751987040935
2015-05-11 18:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.432914603494,37.7843533426568
2015-05-11 18:02:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,SOUTHERN,"ARREST, BOOKED",0 Block of DORE ST,-122.412933062384,37.7739274524819
2015-05-11 18:02:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Monday,SOUTHERN,"ARREST, BOOKED",0 Block of DORE ST,-122.412933062384,37.7739274524819
2015-05-11 18:02:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN,"ARREST, BOOKED",0 Block of DORE ST,-122.412933062384,37.7739274524819
2015-05-11 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.410524742229,37.8074451162355
2015-05-11 18:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,300 Block of MADISON ST,-122.42216042094401,37.724779807218106
2015-05-11 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-11 18:00:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Monday,PARK,NONE,1900 Block of GEARY BL,-122.43619734246599,37.783788290557396
2015-05-11 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,RICHMOND,NONE,600 Block of 47TH AV,-122.508194031117,37.776601260681204
2015-05-11 18:00:00,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, INJURY",Monday,CENTRAL,NONE,LEAVENWORTH ST / POST ST,-122.414996719991,37.7874530734464
2015-05-11 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,SAN JOSE AV / 26TH ST,-122.421287377812,37.7488499001814
2015-05-11 18:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE,5TH ST / MISSION ST,-122.406481972743,37.782731788488704
2015-05-11 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,10TH ST / HARRISON ST,-122.41127918996901,37.7715785765043
2015-05-11 17:59:00,MISSING PERSON,MISSING JUVENILE,Monday,BAYVIEW,NONE,NEWHALL ST / HUDSON AV,-122.388274982326,37.7400467439333
2015-05-11 17:59:00,MISSING PERSON,FOUND PERSON,Monday,BAYVIEW,NONE,NEWHALL ST / HUDSON AV,-122.388274982326,37.7400467439333
2015-05-11 17:50:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,2900 Block of ALEMANY BL,-122.452619318946,37.7116873915892
2015-05-11 17:45:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2015-05-11 17:45:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,1300 Block of HOWARD ST,-122.414120205075,37.774161295414295
2015-05-11 17:44:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,MISSION,"ARREST, BOOKED",NATOMA ST / 15TH ST,-122.405467934272,37.781924110513
2015-05-11 17:44:00,SECONDARY CODES,GANG ACTIVITY,Monday,MISSION,"ARREST, BOOKED",NATOMA ST / 15TH ST,-122.405467934272,37.781924110513
2015-05-11 17:44:00,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Monday,MISSION,"ARREST, BOOKED",NATOMA ST / 15TH ST,-122.405467934272,37.781924110513
2015-05-11 17:41:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,BAYVIEW,NONE,1700 Block of REVERE AV,-122.392775772337,37.733078171001104
2015-05-11 17:35:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,8TH AV / MORAGA ST,-122.464719305897,37.756630120054005
2015-05-11 17:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,900 Block of PORTOLA DR,-122.45542338830799,37.74253069813879
2015-05-11 17:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,400 Block of CALIFORNIA ST,-122.401548064995,37.79295092140779
2015-05-11 17:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,SOUTHERN,NONE,0 Block of FREELON ST,-122.39641145553401,37.779187614727
2015-05-11 17:30:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,MISSION,NONE,18TH ST / CHURCH ST,-122.428355366652,37.7612577113414
2015-05-11 17:19:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,PARK,NONE,DEWEY BL / LAGUNAHONDA BL,-122.45917240497101,37.7472866827895
2015-05-11 17:11:00,ASSAULT,BATTERY,Monday,SOUTHERN,NONE,MARKET ST / 11TH ST,-122.418698328939,37.7755894130051
2015-05-11 17:10:00,ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Monday,INGLESIDE,NONE,1800 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
2015-05-11 17:10:00,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,INGLESIDE,NONE,1800 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
2015-05-11 17:08:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-05-11 17:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,100 Block of WESTPORTAL AV,-122.46811749981501,37.7389000144845
2015-05-11 17:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,BAYVIEW,NONE,1500 Block of REVERE AV,-122.389286347131,37.7310998921861
2015-05-11 17:00:00,ASSAULT,BATTERY,Monday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2015-05-11 17:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282
2015-05-11 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,1600 Block of MCALLISTER ST,-122.43922290063499,37.7777427514236
2015-05-11 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,RICHMOND,NONE,0 Block of 5TH AV,-122.463619720746,37.7877058663492
2015-05-11 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE,LARKIN ST / UNION ST,-122.420690670534,37.798968887758
2015-05-11 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE,BUCHANAN ST / OAK ST,-122.427547316161,37.7743874920837
2015-05-11 16:55:00,ASSAULT,BATTERY,Monday,SOUTHERN,"ARREST, BOOKED",9TH ST / MISSION ST,-122.41471429557899,37.7762310404758
2015-05-11 16:30:00,ASSAULT,BATTERY,Monday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.41013523637699,37.78418890752671
2015-05-11 16:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,800 Block of CHINABASIN ST,-122.386775025935,37.765377517215
2015-05-11 16:20:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,CENTRAL,NONE,100 Block of CALIFORNIA ST,-122.39819527270201,37.7933781865757
2015-05-11 16:15:00,VEHICLE THEFT,STOLEN TRUCK,Monday,INGLESIDE,NONE,1700 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
2015-05-11 16:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,BAYVIEW,NONE,1200 Block of MARIPOSA ST,-122.396167555697,37.76382348554029
2015-05-11 16:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,CENTRAL,NONE,900 Block of KEARNY ST,-122.405283980519,37.796551048078896
2015-05-11 16:00:00,MISSING PERSON,MISSING JUVENILE,Monday,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064
2015-05-11 16:00:00,KIDNAPPING,CHILD STEALING,Monday,INGLESIDE,NONE,100 Block of STONERIDGE LN,-122.426222140045,37.710019035369
2015-05-11 16:00:00,MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064
2015-05-11 16:00:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,RICHMOND,"ARREST, BOOKED",6100 Block of FULTON ST,-122.49650544559601,37.7719526452281
2015-05-11 16:00:00,OTHER OFFENSES,PROBATION VIOLATION,Monday,RICHMOND,"ARREST, BOOKED",6100 Block of FULTON ST,-122.49650544559601,37.7719526452281
2015-05-11 16:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,RICHMOND,NONE,3700 Block of CLEMENT ST,-122.499342137388,37.78129688326849
2015-05-11 16:00:00,OTHER OFFENSES,FALSE PERSONATION,Monday,CENTRAL,NONE,900 Block of KEARNY ST,-122.405283980519,37.796551048078896
2015-05-11 16:00:00,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Monday,RICHMOND,"ARREST, BOOKED",6100 Block of FULTON ST,-122.49650544559601,37.7719526452281
2015-05-11 16:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,SAN JOSE AV / 23RD ST,-122.421519057973,37.753661488247204
2015-05-11 16:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,BUSH ST / MARK LN,-122.40477156799,37.79066776292171
2015-05-11 15:50:00,NON-CRIMINAL,COURTESY REPORT,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-11 15:50:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-11 15:50:00,ASSAULT,FALSE IMPRISONMENT,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-11 15:45:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Monday,CENTRAL,NONE,400 Block of WASHINGTON ST,-122.400786556677,37.7957799877147
2015-05-11 15:44:00,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,MISSION,NONE,3100 Block of CESAR CHAVEZ ST,-122.412601127917,37.7483769641531
2015-05-11 15:44:00,ASSAULT,THREATS AGAINST LIFE,Monday,MISSION,NONE,3100 Block of CESAR CHAVEZ ST,-122.412601127917,37.7483769641531
2015-05-11 15:30:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,TARAVAL,NONE,900 Block of HOLLOWAY AV,-122.463131594027,37.7216342131594
2015-05-11 15:30:00,LARCENY/THEFT,ATTEMPTED THEFT FROM A BUILDING,Monday,TARAVAL,NONE,1500 Block of TARAVAL ST,-122.482671108989,37.7427981411965
2015-05-11 15:30:00,MISSING PERSON,MISSING JUVENILE,Monday,SOUTHERN,NONE,100 Block of BERRY ST,-122.392308546387,37.7766922783325
2015-05-11 15:20:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,CENTRAL,NONE,2200 Block of LEAVENWORTH ST,-122.417854765209,37.80196978591809
2015-05-11 15:10:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,300 Block of KANSAS ST,-122.403652947901,37.7653536571595
2015-05-11 15:09:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,MISSION,NONE,3000 Block of 16TH ST,-122.420070483636,37.7649720006151
2015-05-11 15:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,CENTRAL,NONE,400 Block of GEARY ST,-122.410699657634,37.7869881885308
2015-05-11 15:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,900 Block of PENNSYLVANIA AV,-122.39274431760201,37.7543617585564
2015-05-11 15:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,NORTHERN,NONE,300 Block of IVY ST,-122.423922154334,37.77729679162871
2015-05-11 15:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.45868018978202,37.748155469233204
2015-05-11 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,MCALLISTER ST / FRANKLIN ST,-122.421893134467,37.779891233614
2015-05-11 14:51:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Monday,SOUTHERN,"ARREST, BOOKED",MINNA ST / 5TH ST,-122.405934320038,37.782295644598
2015-05-11 14:51:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,SOUTHERN,"ARREST, BOOKED",MINNA ST / 5TH ST,-122.405934320038,37.782295644598
2015-05-11 14:51:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,SOUTHERN,"ARREST, BOOKED",MINNA ST / 5TH ST,-122.405934320038,37.782295644598
2015-05-11 14:49:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,SOUTHERN,"ARREST, BOOKED",1500 Block of MISSION ST,-122.417975390351,37.7737509379648
2015-05-11 14:49:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,"ARREST, BOOKED",1500 Block of MISSION ST,-122.417975390351,37.7737509379648
2015-05-11 14:49:00,WARRANTS,ENROUTE TO ADULT AUTHORITY,Monday,SOUTHERN,"ARREST, BOOKED",1500 Block of MISSION ST,-122.417975390351,37.7737509379648
2015-05-11 14:46:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,CENTRAL,NONE,200 Block of POST ST,-122.406000218489,37.7885406192723
